tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio,invest_por_MW
UFV,UFV Lapa 3,LER,Leilão 8/2015,30.0,8.7,87,303.83,BA,Sol,PIE,155200810.0,"Consórcio EGP-Alba:
Alba Energia Ltda  0,01
Enel Green Power Brasil Participações Ltda. 99,99",5173360.333333333
UFV,UFV Nova Olinda 10,LER,Leilão 8/2015,30.0,8.8,88,302.83,PI,Sol,PIE,208147450.0,"Consórcio EGP-Alba:
Alba Energia Ltda  0,01
Enel Green Power Brasil Participações Ltda. 99,99",6938248.333333333
UFV,UFV Nova Olinda 11,LER,Leilão 8/2015,30.0,8.8,88,302.83,PI,Sol,PIE,208147450.0,"Consórcio EGP-Alba:
Alba Energia Ltda  0,01
Enel Green Power Brasil Participações Ltda. 99,99",6938248.333333333
UFV,UFV Nova Olinda 12,LER,Leilão 8/2015,30.0,8.8,88,302.83,PI,Sol,PIE,208147450.0,"Consórcio EGP-Alba:
Alba Energia Ltda  0,01
Enel Green Power Brasil Participações Ltda. 99,99",6938248.333333333
UFV,UFV Nova Olinda 13,LER,Leilão 8/2015,30.0,8.8,88,302.83,PI,Sol,PIE,208147450.0,"Consórcio EGP-Alba:
Alba Energia Ltda  0,01
Enel Green Power Brasil Participações Ltda. 99,99",6938248.333333333
UFV,UFV Nova Olinda 14,LER,Leilão 8/2015,30.0,8.8,88,302.83,PI,Sol,PIE,208147450.0,"Consórcio EGP-Alba:
Alba Energia Ltda  0,01
Enel Green Power Brasil Participações Ltda. 99,99",6938248.333333333
UFV,UFV Nova Olinda 8,LER,Leilão 8/2015,30.0,8.8,88,302.83,PI,Sol,PIE,208147450.0,"Consórcio EGP-Alba:
Alba Energia Ltda  0,01
Enel Green Power Brasil Participações Ltda. 99,99",6938248.333333333
UFV,UFV Nova Olinda 9,LER,Leilão 8/2015,30.0,8.8,88,302.83,PI,Sol,PIE,208147450.0,"Consórcio EGP-Alba:
Alba Energia Ltda  0,01
Enel Green Power Brasil Participações Ltda. 99,99",6938248.333333333
UFV,UFV Bom Jesus da Lapa I,LER,Leilão 8/2015,30.0,8.4,84,304.83,BA,Sol,PIE,165600000.0,"Consórcio EGP-Desenvolvimento:
Enel Green Power Brasil Participações Ltda. 99,99%
Enel Green Power Desenvolvimento Ltda. 0,01%",5520000.0
UFV,UFV Bom Jesus da Lapa II,LER,Leilão 8/2015,30.0,8.4,84,304.83,BA,Sol,PIE,165600000.0,"Consórcio EGP-Desenvolvimento:
Enel Green Power Brasil Participações Ltda. 99,99%
Enel Green Power Desenvolvimento Ltda. 0,01%",5520000.0
UFV,UFV Malta,LER,Leilão 8/2015,27.0,6.7,67,296.0,PB,Sol,PIE,121258000.0,"Consórcio Malta:
Malta Solar Energia SPE 0,01
Kawa Solar Holdings Limited 99,99",4491037.037037037
UFV,UFV Pirapora 10,LER,Leilão 8/2015,30.0,8.4,84,296.45,MG,Sol,PIE,128168000.0,"Consórcio Pirapora:
Solatio Brasil Gestão de Projetos Solares Ltda 0,01 %
Canadian Solar Inc 99,99 %",4272266.666666667
UFV,UFV Pirapora 5,LER,Leilão 8/2015,30.0,8.4,84,302.0,MG,Sol,PIE,128165000.0,"Consórcio Pirapora:
Solatio Brasil Gestão de Projetos Solares Ltda 0,01 %
Canadian Solar Inc 99,99 %",4272166.666666667
UFV,UFV Pirapora 6,LER,Leilão 8/2015,30.0,8.4,84,296.45,MG,Sol,PIE,128168000.0,"Consórcio Pirapora:
Solatio Brasil Gestão de Projetos Solares Ltda 0,01 %
Canadian Solar Inc 99,99 %",4272266.666666667
UFV,UFV Pirapora 7,LER,Leilão 8/2015,30.0,8.4,84,299.0,MG,Sol,PIE,128168000.0,"Consórcio Pirapora:
Solatio Brasil Gestão de Projetos Solares Ltda 0,01 %
Canadian Solar Inc 99,99 %",4272266.666666667
UFV,UFV Pirapora 9,LER,Leilão 8/2015,30.0,8.4,84,299.0,MG,Sol,PIE,128168000.0,"Consórcio Pirapora:
Solatio Brasil Gestão de Projetos Solares Ltda 0,01 %
Canadian Solar Inc 99,99 %",4272266.666666667
UFV,UFV Sertão 1,LER,Leilão 8/2015,30.0,7.8,78,304.5,PI,Sol,PIE,126332000.0,"Consórcio Sertão 1:
Sertão Solar Energia SPE Ltda 0,1%
Grupo Gransolar S.L 99,9%",4211066.666666667
UFV,UFV Sobral 1,LER,Leilão 8/2015,30.0,7.8,78,302.5,PI,Sol,PIE,126515010.0,"Consórcio Sobral 1:
Sobral Solar Energia SPE Ltda 0,1%
Grupo Gransolar S.L 99,9%",4217167.0
UFV,UFV Sol Maior 2,LER,Leilão 8/2015,5.0,1.2,12,297.0,TO,Sol,PIE,20579000.0,Sun Premier Rio Energias Renováveis Ltda.,4115800.0
UFV,UFV São Pedro II,LER,Leilão 8/2015,29.835,8.0,75,305.51,BA,Sol,PIE,122224000.0,"Consórcio SunEdison Renova:
Renova Energia S.A. 50%
Sune Solar B.V. 49,9%
Sunedison Brasil Energia Ltda. 0,1%",4096664.9907826376
UFV,UFV São Pedro IV,LER,Leilão 8/2015,29.835,8.0,75,305.51,BA,Sol,PIE,122224000.0,"Consórcio SunEdison Renova:
Renova Energia S.A. 50%
Sune Solar B.V. 49,9%
Sunedison Brasil Energia Ltda. 0,1%",4096664.9907826376
UFV,UFV BJL 11,LER,Leilão 8/2015,20.0,5.0,50,303.5,BA,Sol,PIE,79481000.0,"Consórcio Vila Renovável:
Vila Energia Renovável S/S Ltda. 0,01
Quaatro Participações S.A. 99,99",3974050.0
EOL,EOL Pedra do Reino IV,LER,Leilão 9/2015,20.0,9.7,97,178.0,BA,Vento,PIE,96098000.0,"Consórcio Gestamp Eólica:
Gestamp Eólica Brasil S.A. 0,0001%
Gestamp Eólica S.L. 99,9999%",4804900.0
EOL,EOL Ventos da Bahia I,LER,Leilão 9/2015,30.0,13.1,131,203.96,BA,Vento,PIE,144935880.0,"Consórcio VDB:
Parque Eólico Ventos da Bahia Ltda – Líder 0,1%
VDB F2 Geração de Energia S.A 99,9%",4831196.0
EOL,EOL Ventos da Bahia III,LER,Leilão 9/2015,30.0,14.5,145,203.96,BA,Vento,PIE,144563510.0,"Consórcio VDB:
Parque Eólico Ventos da Bahia Ltda – Líder 0,1%
VDB F2 Geração de Energia S.A 99,9%",4818783.666666667
EOL,EOL Ventos da Bahia IX,LER,Leilão 9/2015,30.0,13.4,132,203.96,BA,Vento,PIE,144980980.0,"Consórcio VDB:
Parque Eólico Ventos da Bahia Ltda – Líder 0,1%
VDB F2 Geração de Energia S.A 99,9%",4832699.333333333
EOL,EOL Ventos da Bahia XVIII,LER,Leilão 9/2015,27.0,13.4,134,203.96,BA,Vento,PIE,118632670.0,"Consórcio VDB:
Parque Eólico Ventos da Bahia Ltda – Líder 0,1%
VDB F2 Geração de Energia S.A 99,9%",4393802.592592592
EOL,EOL Serra da Babilonia II,LER,Leilão 9/2015,30.0,16.1,135,206.48,BA,Vento,PIE,135140000.0,"Consórcio Rio Energy Morro do Chapéu:
Copacabana Geração de Energia e Participações S.A. – Líder 99,99%
Millennium Wind Participações Ltda. 0,01%",4504666.666666667
EOL,EOL Serra da Babilonia VI,LER,Leilão 9/2015,26.0,13.2,108,206.48,BA,Vento,PIE,117130000.0,"Consórcio Rio Energy Morro do Chapéu:
Copacabana Geração de Energia e Participações S.A. – Líder 99,99%
Millennium Wind Participações Ltda. 0,01%",4505000.0
EOL,EOL Serra da Babilonia VII,LER,Leilão 9/2015,26.0,14.4,128,206.48,BA,Vento,PIE,117130000.0,"Consórcio Rio Energy Morro do Chapéu:
Copacabana Geração de Energia e Participações S.A. – Líder 99,99%
Millennium Wind Participações Ltda. 0,01%",4505000.0
EOL,EOL Serra da Babilonia VIII,LER,Leilão 9/2015,26.0,14.1,126,206.48,BA,Vento,PIE,117130000.0,"Consórcio Rio Energy Morro do Chapéu:
Copacabana Geração de Energia e Participações S.A. – Líder 99,99%
Millennium Wind Participações Ltda. 0,01%",4505000.0
EOL,EOL Serra da Babilonia IX,LER,Leilão 9/2015,26.0,13.2,118,206.48,BA,Vento,PIE,117130000.0,"Consórcio Rio Energy Morro do Chapéu:
Copacabana Geração de Energia e Participações S.A. – Líder 99,99%
Millennium Wind Participações Ltda. 0,01%",4505000.0
EOL,EOL Vila Acre I,LER,Leilão 9/2015,25.2,15.2,144,210.98,RN,Vento,PIE,100800000.0,"Consórcio Voltalia:
Voltalia Energia do Brasil Ltda – Líder 40%
Voltalia S.A. 60%",4000000.0
EOL,EOL Serra da Babilonia X,LER,Leilão 9/2015,26.0,14.1,127,206.48,BA,Vento,PIE,117130000.0,"Consórcio Rio Energy Morro do Chapéu:
Copacabana Geração de Energia e Participações S.A. – Líder 99,99%
Millennium Wind Participações Ltda. 0,01%",4505000.0
EOL,EOL Serra da Babilonia XI,LER,Leilão 9/2015,28.0,15.5,120,206.48,BA,Vento,PIE,126135000.0,"Consórcio Rio Energy Morro do Chapéu:
Copacabana Geração de Energia e Participações S.A. – Líder 99,99%
Millennium Wind Participações Ltda. 0,01%",4504821.428571428
EOL,EOL Serra da Babilonia XII,LER,Leilão 9/2015,28.0,15.8,131,206.48,BA,Vento,PIE,126135000.0,"Consórcio Rio Energy Morro do Chapéu:
Copacabana Geração de Energia e Participações S.A. – Líder 99,99%
Millennium Wind Participações Ltda. 0,01%",4504821.428571428
EOL,EOL Ventos Maranhenses 05,LER,Leilão 9/2015,30.0,15.3,122,212.39,MA,Vento,PIE,77770000.0,"Consórcio Delta 4:
Omega Energia e Implantação 2 S.A. – Líder 99,99%
M.A. Mezanino S.A. 0,01%",2592333.3333333335
EOL,EOL Ventos de Santa Aparecida,LER,Leilão 9/2015,28.0,15.4,152,199.37,BA,Vento,PIE,128800000.0,"Consórcio Ventos De Santa Aparecida:
Casa dos Ventos Energias Renováveis S.A. 19,99%
EDP Renováveis Brasil S.A. – Líder 80,00%
Salus Fundos de Investimento Em Participações 0,01%",4600000.0
EOL,EOL Ventos de Santa Aurora,LER,Leilão 9/2015,28.0,14.1,139,199.37,BA,Vento,PIE,128800000.0,"Consórcio Ventos de Santa Aurora:
Casa dos Ventos Energias Renováveis S.A. 19,99%
EDP Renováveis Brasil S.A. – Líder 80,00%
Salus Fundos de Investimento Em Participações 0,01%",4600000.0
EOL,EOL Ventos de Santa Beatriz,LER,Leilão 9/2015,28.0,15.4,152,199.37,BA,Vento,PIE,128800000.0,"Consórcio Ventos de Santa Beatriz:
Casa dos Ventos Energias Renováveis S.A. 19,99%
EDP Renováveis Brasil S.A. – Líder 80,00%
Salus Fundos de Investimento Em Participações 0,01%",4600000.0
EOL,EOL Ventos deSanta Emilia,LER,Leilão 9/2015,28.0,14.4,142,199.37,BA,Vento,PIE,128800000.0,"Consórcio Ventos de Santa Emília:
Casa dos Ventos Energias Renováveis S.A. 19,99%
EDP Renováveis Brasil S.A. – Líder 80,00%
Salus Fundos de Investimento Em Participações 0,01%",4600000.0
EOL,EOL Ventos do São Gabriel,LER,Leilão 9/2015,28.0,14.5,143,199.37,BA,Vento,PIE,128800000.0,"Consórcio Ventos de São Gabriel:
Casa dos Ventos Energias Renováveis S.A. 19,99%
EDP Renováveis Brasil S.A. – Líder 80,00%
Salus Fundos de Investimento Em Participações 0,01%",4600000.0
UFV,UFV Coremas III,LER,Leilão 9/2015,30.0,7.1,71,302.8,PB,Sol,PIE,143042000.0,Rio Alto Empreendimentos e Participações Ltda.,4768066.666666667
UFV,UFV Sol Steelcons Miracema 1,LER,Leilão 9/2015,30.0,5.4,54,295.99,TO,Sol,PIE,203655000.0,Steelcons Empreiteira e Construção Civil Ltda.,6788500.0
UFV,UFV Sol Steelcons Miracema 2,LER,Leilão 9/2015,30.0,5.4,54,296.99,TO,Sol,PIE,203655000.0,Steelcons Empreiteira e Construção Civil Ltda.,6788500.0
UFV,UFV Sol Steelcons Miracema 3,LER,Leilão 9/2015,30.0,5.4,54,301.49,TO,Sol,PIE,203655000.0,Steelcons Empreiteira e Construção Civil Ltda.,6788500.0
UFV,UFV Nova Cruz,LER,Leilão 9/2015,30.0,7.0,63,292.6,RN,Sol,PIE,171541250.0,ADX Consultoria e Engenharia Ltda,5718041.666666667
UFV,UFV Brisas Suaves,LER,Leilão 9/2015,5.0,1.3,13,293.0,SP,Sol,PIE,20180000.0,"Consórcio Brisas Suaves:
Kariatide Empreendimentos Ltda. – Líder 99,99%
Solatio Gestão de Projetos Solares Ltda. 0,01",4036000.0
UFV,UFV Apodi I,LER,Leilão 9/2015,30.0,8.7,87,300.88,CE,Sol,PIE,120000010.0,"Consórcio Apodi:
Kroma Comercializadora de Energia Ltda.- Líder 38,8%
Exito Importadora e Exportadora S.A. 36,2%
Rodrigo Pedroso Investimentos e Participações S.A. 25%",4000000.3333333335
UFV,UFV Guimarania 1,LER,Leilão 9/2015,30.0,8.2,82,290.0,MG,Sol,PIE,129298000.0,"Consórcio  Guimarania:
NSG Indústria de Construção e 
Participações Eireli – Líder 49,95%
Solatio Brasil Gestão de Projetos Solares Ltda.  0,1%
Sindustrial Engenharia Ltda. 49,95%",4309933.333333333
UFV,UFV Assu V,LER,Leilão 9/2015,30.0,9.2,92,302.99,RN,Sol,PIE,149784370.0,"Consórcio Assú:
Tractebel Energias Complementares Ltda. – Líder 99,99%
Martifer Renováveis Ltda. 0,01%",4992812.333333333
UFV,UFV Apodi II,LER,Leilão 9/2015,30.0,8.7,87,300.88,CE,Sol,PIE,120000000.0,"Consórcio Apodi:
Kroma Comercializadora de Energia Ltda.- Líder 38,8%
Exito Importadora e Exportadora S.A. 36,2%
Rodrigo Pedroso Investimentos e Participações S.A. 25%",4000000.0
UFV,UFV Guimarania 2,LER,Leilão 9/2015,30.0,8.2,82,290.0,MG,Sol,PIE,126008000.0,"Consórcio  Guimarania:
NSG Indústria de Construção e 
Participações Eireli – Líder 49,95%
Solatio Brasil Gestão de Projetos Solares Ltda.  0,1%
Sindustrial Engenharia Ltda. 49,95%",4200266.666666667
UFV,UFV Apodi III,LER,Leilão 9/2015,30.0,8.7,87,300.88,CE,Sol,PIE,120000000.0,"Consórcio Apodi:
Kroma Comercializadora de Energia Ltda.- Líder 38,8%
Exito Importadora e Exportadora S.A. 36,2%
Rodrigo Pedroso Investimentos e Participações S.A. 25%",4000000.0
UFV,UFV Apodi IV,LER,Leilão 9/2015,30.0,8.7,87,300.88,CE,Sol,PIE,120000000.0,"Consórcio Apodi:
Kroma Comercializadora de Energia Ltda.- Líder 38,8%
Exito Importadora e Exportadora S.A. 36,2%
Rodrigo Pedroso Investimentos e Participações S.A. 25%",4000000.0
UFV,UFV Pirapora 2,LER,Leilão 9/2015,30.0,8.4,84,301.0,MG,Sol,PIE,128168000.0,"Consórcio Pirapora:
Solatio Brasil Gestão de Projetos Solares Ltda.  – Líder 0,01%
Canadian Solar INC. 99,99%",4272266.666666667
UFV,UFV Paracatu 1,LER,Leilão 9/2015,30.0,8.5,85,298.0,MG,Sol,PIE,125916000.0,"Consórcio Solairedirect Solatio:
Solatio Solar Gestão de Projetos Ltda. – Líder 0,01%
Solairedirect SAS 99,99%",4197200.0
UFV,UFV Paracatu 2,LER,Leilão 9/2015,30.0,8.5,85,298.0,MG,Sol,PIE,125738000.0,"Consórcio Solairedirect Solatio:
Solatio Solar Gestão de Projetos Ltda. – Líder 0,01%
Solairedirect SAS 99,99%",4191266.6666666665
UFV,UFV Pirapora 3,LER,Leilão 9/2015,30.0,8.4,84,299.5,MG,Sol,PIE,127738000.0,"Consórcio Pirapora:
Solatio Brasil Gestão de Projetos Solares Ltda.  – Líder 0,01%
Canadian Solar INC. 99,99%",4257933.333333333
UFV,UFV Pirapora 4,LER,Leilão 9/2015,30.0,8.4,84,299.5,MG,Sol,PIE,127738000.0,"Consórcio Pirapora:
Solatio Brasil Gestão de Projetos Solares Ltda.  – Líder 0,01%
Canadian Solar INC. 99,99%",4257933.333333333
UFV,UFV Paracatu 3,LER,Leilão 9/2015,30.0,8.5,85,298.0,MG,Sol,PIE,125738000.0,"Consórcio Solairedirect Solatio:
Solatio Solar Gestão de Projetos Ltda. – Líder 0,01%
Solairedirect SAS 99,99%",4191266.6666666665
UFV,UFV Paracatu 4,LER,Leilão 9/2015,30.0,8.5,85,298.0,MG,Sol,PIE,125738000.0,"Consórcio Solairedirect Solatio:
Solatio Solar Gestão de Projetos Ltda. – Líder 0,01%
Solairedirect SAS 99,99%",4191266.6666666665
UFV,UFV Sobrado1,LER,Leilão 9/2015,30.0,7.8,78,299.95,BA,Sol,PIE,118598000.0,"Consórcio  OH Sobrado:
Sobrado Solar Energia SPE Ltda – Líder 0,01%
Origis Invest Ltd 80,00%
Construtora Hazbun Ltda 10%
Ser Sistemas de Energia Renovável Ltda 9,99%",3953266.6666666665
UFV,UFV Floresta I,LER,Leilão 9/2015,30.0,9.4,94,292.8,RN,Sol,PIE,143892370.0,"Consórcio Solairedirect Floresta: 
MSPAR Energia e Participações S.A. – Líder 0,01%
Solairedirect SAS 99,99%",4796412.333333333
UFV,UFV Floresta II,LER,Leilão 9/2015,30.0,9.4,94,292.8,RN,Sol,PIE,143892370.0,"Consórcio Solairedirect Floresta: 
MSPAR Energia e Participações S.A. – Líder 0,01%
Solairedirect SAS 99,99%",4796412.333333333
UFV,UFV Floresta III,LER,Leilão 9/2015,20.0,6.3,63,292.81,RN,Sol,PIE,100223590.0,"Consórcio Solairedirect Floresta: 
MSPAR Energia e Participações S.A. – Líder 0,01%
Solairedirect SAS 99,99%",5011179.5
UFV,UFV Boa Hora 1,LER,Leilão 9/2015,25.0,5.3,53,291.75,PE,Sol,PIE,150195000.0,"Consórcio Boa Hora:
Eólica Tecnologia Ltda. – Líder 19,99%
Solar Tecnologia Ltda. 0,01
European Energy A/S 80%",6007800.0
UFV,UFV Boa Hora 2,LER,Leilão 9/2015,25.0,5.3,53,291.75,PE,Sol,PIE,150195000.0,"Consórcio Boa Hora:
Eólica Tecnologia Ltda. – Líder 19,99%
Solar Tecnologia Ltda. 0,01
European Energy A/S 80%",6007800.0
UFV,UFV Boa Hora 3,LER,Leilão 9/2015,25.0,5.3,53,291.75,PE,Sol,PIE,150195000.0,"Consórcio Boa Hora:
Eólica Tecnologia Ltda. – Líder 19,99%
Solar Tecnologia Ltda. 0,01
European Energy A/S 80%",6007800.0
UFV,UFV Juazeiro Solar I,LER,Leilão 9/2015,29.835,8.7,87,301.02,BA,Sol,PIE,122224000.0,"Consórcio Sunedison:
Sunedison Brasil Energia Ltda. – Líder 0,1%
Sune Solar B.V. 99,9%",4096664.9907826376
UFV,UFV Juazeiro Solar II,LER,Leilão 9/2015,29.835,8.7,87,301.02,BA,Sol,PIE,122224000.0,"Consórcio Sunedison:
Sunedison Brasil Energia Ltda. – Líder 0,1%
Sune Solar B.V. 99,9%",4096664.9907826376
UFV,UFV Juazeiro Solar  III,LER,Leilão 9/2015,29.835,8.7,87,301.02,BA,Sol,PIE,122224000.0,"Consórcio Sunedison:
Sunedison Brasil Energia Ltda. – Líder 0,1%
Sune Solar B.V. 99,9%",4096664.9907826376
UFV,UFV Juazeiro Solar  IV,LER,Leilão 9/2015,29.835,8.7,87,301.02,BA,Sol,PIE,122224000.0,"Consórcio Sunedison:
Sunedison Brasil Energia Ltda. – Líder 0,1%
Sune Solar B.V. 99,9%",4096664.9907826376
UFV,UFV Fazenda Esmeralda,LER,Leilão 9/2015,30.0,6.2,62,294.0,PE,Sol,PIE,153719890.0,Energybras Energias Renováveis Ltda.,5123996.333333333
UFV,UFV BJL 4,LER,Leilão 9/2016,20.0,5.0,50,300.15,BA,Sol,PIE,79481000.0,"Consórcio Vila Renovável:
Vila Energia Renovável S/S Ltda. – Líder 0,01%
Quatro Participações Ltda. 99,99%",3974050.0
PCH,PCH Usina Barra do Leao ,A-5,Leilão 1/2016,3.57,1.94,19,193.75,SC,Rio Leão,PIE,21885000.0,Três Leões Participações S.A.,6130252.100840337
PCH,PCH Clairto Zonta,A-5,Leilão 1/2016,14.923,7.64,75,184.0,PR,Rio Branco,PIE,84796700.0,Argentum Energia SPE Ltda.,5682282.382898881
PCH,PCH Cachoeira Cachimbo Alto,A-5,Leilão 1/2016,9.81,6.02,59,193.95,RO,Rio Branco,PIE,67458370.0,Hidrelétrica Cachimbo Alto Ltda.,6876490.316004077
PCH,PCH Canhadao,A-5,Leilão 1/2016,10.0,6.22,50,195.0,PR,Rio  Covó,PIE,41130000.0,Canhadão Produção de Energia Ltda,4113000.0
PCH,PCH Castro,A-5,Leilão 1/2016,4.0,2.47,17,195.0,PR,Rio Iapó,PIE,19220000.0,Castro Energia Ltda - ME,4805000.0
PCH,PCH Cazuza Ferreira,A-5,Leilão 1/2016,9.1,6.13,15,189.15,RS,Rio Lajeado Grande,PIE,39635100.0,Cazuza Ferreira Energética S.A.,4355505.494505495
PCH,PCH Capivari,A-5,Leilão 1/2016,18.738,6.83,30,189.98,SC,Rio Capivari,PIE,51742320.0,"Consórcio Cerbranorte-Urbano:  
Cerbranorte Geração S.A.– 50,0%
Urbano Agroindustrial Ltda. – 50%",2761357.668908101
PCH,PCH Cabeça de Boi,A-5,Leilão 1/2016,30.0,17.85,42,147.85,MT,Rio Apiacás,PIE,0.0,Enel Green Power Cabeça de Boi S.A.,0.0
PCH,PCH da Fazenda,A-5,Leilão 1/2016,7.36,4.95,49,184.9,MT,Rio Apiacás,PIE,162600730.0,Enel Green Power Fazenda S.A.,22092490.489130434
UHE,UHE SANTA BRANCA,A-5,Leilão 1/2016,62.0,35.1,341,150.0,PR,Rio Tibagi,PIE,399578400.0,Hidrelétrica Santa Branca S.A.,6444812.903225807
PCH,PCH São Joao II,A-5,Leilão 1/2016,6.991,3.6,35,184.0,PR,Rio São João,PIE,46155640.0,Hidrelétrica São João II SPE Ltda.,6602151.337433844
PCH,PCH Nova Guapore,A-5,Leilão 1/2016,13.964,9.39,90,194.0,MT,Rio Guapore,PIE,95780000.0,Nova Guaporé Energética S.A,6859066.170151819
PCH,PCH Agua Brava,A-5,Leilão 1/2016,13.05,6.37,56,194.0,MT,Rio Prata,PIE,54182000.0,Usina Elétrica do Prata S.A.,4151877.394636015
PCH,PCH Agua Prata,A-5,Leilão 1/2016,13.3,6.62,59,194.0,MT,Rio Prata,PIE,61145000.0,Usina Elétrica do Prata S.A.,4597368.421052631
PCH,PCH Recanto,A-5,Leilão 1/2016,9.11,5.32,53,192.88,MT,Rio Corrego Água Limpa,PIE,39499480.0,"Consórcio Recanto: 
Interalli Administração e Participações S.A. – 94,99%
Total Hidrelétrica Participações S.A. – 5,00%
Recanto Energia SPE Ltda. – 0,01%",4335837.541163557
PCH,PCH Renic,A-5,Leilão 1/2016,16.0,6.55,18,164.73,GO,Rio Bonito,PIE,0.0,Carnaúba Geração de Energia S.A.,0.0
PCH,PCH Salto Bandeirantes,A-5,Leilão 1/2016,4.2,2.92,23,194.0,PR,Rio Bandeirantes do Norte,PIE,19818000.0,Santa Fé Energética Ltda. – ME ,4718571.428571428
PCH,PCH São Luiz,A-5,Leilão 1/2016,10.5,4.32,43,188.8,ES,Rio Guandu,PIE,66937890.0,São Luiz Energia S.A.,6375037.142857143
PCH,PCH Serra das Agulhas,A-5,Leilão 1/2016,30.0,12.87,11,162.33,MG,Rio Pardo Pequeno,PIE,0.0,Sigma Energia S.A.,0.0
PCH,PCH Tamboril,A-5,Leilão 1/2016,29.328,12.91,53,164.73,GO,Rio Bonito,PIE,0.0,Tamboril Energética S.A.,0.0
PCH,PCH Tigre,A-5,Leilão 1/2016,9.0,5.25,32,195.0,PR,Rio Marrecas,PIE,0.0,Tigre Produção de Energia Elétrica Ltda,0.0
UTE,UTE Biogas Bonfim,A-5,Leilão 1/2016,20.893,13.7,110,251.0,SP,Biogás,PIE,129893000.0,Raízen Energia S.A.,6217058.344900206
UTE,UTE Onça Pintada,A-5,Leilão 1/2016,50.0,43.1,381,243.21,MS,Cavaco / Resíduo de Madeira,PIE,292400000.0,Eldorado Brasil Celulose S.A.,5848000.0
UTE,UTE N O Bioenergia,A-5,Leilão 1/2016,18.0,2.9,23,181.25,SP,Bagaço de Cana,PIE,22414660.0,J O bioenergia S.A.,1245258.888888889
UTE,UTE Porto das Àguas,A-5,Leilão 1/2016,40.0,26.1,53,203.25,GO,Bagaço de Cana,PIE,0.0,Cerradinho Bioenergia S.A.,0.0
UTE,UTE Predilecta,A-5,Leilão 1/2016,5.0,4.5,34,199.0,SP,Cavaco / Resíduo de Madeira,PIE,30019640.0,Predilecta Alimentos Ltda.,6003928.0
UTE,UTE Vale do Parana,A-5,Leilão 1/2016,48.5,18.8,137,245.2,SP,Bagaço de Cana,PIE,97540000.0,Vale do Paraná S.A. Álcool e Açúcar,2011134.0206185568
UTE,UTE WD,A-5,Leilão 1/2016,16.0,7.7,77,217.18,MG,Bagaço de Cana,PIE,26376000.0,WD Agroindustrial Ltda.,1648500.0
UTE,UTE OESTE DE CANOAS 1,A-5,Leilão 1/2016,5.54,3.4,33,258.0,MA,Gás Natural,PIE,16899000.0,Oeste de Canoas Petróleo e Gás Ltda.,3050361.010830325
PCH,PCH Armando Ribeiro,LER,Leilão 3/2016,4.659,3.2,288,225.88,RN,RIO PIRANHAS/AÇU,PIE,171069730.1,Central Geradora Hidrelétrica Armando Ribeiro S.A.,36718121.93603778
PCH,PCH Areado,LER,Leilão 3/2016,18.0,10.92,982,235.0,MS,RIO INDAIÁ GRANDE,PIE,606851253.6,Atiaia Energia S/A,33713958.53333333
PCH,PCH Coração,LER,Leilão 3/2016,4.3,2.26,170,231.49,SC,RIO BURRO BRANCO,PIE,103486585.94,Brasil Sul Energia S.A,24066647.893023256
CGH,CGH Santo Tessaro,LER,Leilão 3/2016,1.0,0.64,55,229.98,SC,RIO BONITO,PIE,33262559.35,C2LG Geração de Energia Ltda.,33262559.35
PCH,PCH Castanhao,LER,Leilão 3/2016,9.0,5.03,452,225.88,CE,RIO JAGUARIBE,PIE,268484437.52,Central Geradora Hidrelétrica Castanhão S.A,29831604.168888886
PCH,PCH Covó,LER,Leilão 3/2016,5.0,2.6,234,232.45,PR,RIO MARRECAS,PIE,143036973.14,Covó Energia S.A.,28607394.628
PCH,PCH Estivadinho 3,LER,Leilão 3/2016,9.9,6.99,629,223.25,MT,RIO JAURU,PIE,369270841.74,"Consórcio Estivadinho 3: São Benedito Energia, Investimentos e Participações S.A. – 99%; Pan Partners Administração Patrimonial Ltda. – 1%",37300085.02424242
PCH,PCH Figueira,LER,Leilão 3/2016,1.274,0.91,80,229.9,RO,RIO SALDANHA,PIE,48365074.56,Centrais Elétricas Figueirão Ltda.,37963166.84458399
CGH,CGH Inga Mirim,LER,Leilão 3/2016,1.0,0.79,51,232.5,MG,RIO RIBEIRAO POUSO ALEGRE,PIE,31181430.6,Inga-Mirim Energia S.A,31181430.6
PCH,PCH JUI 117,LER,Leilão 3/2016,24.419,18.82,1.693,223.2,MT,RIO JUINA,PIE,993697167.17,PCH Juína S.A.,40693606.09238707
PCH,PCH Roncador,LER,Leilão 3/2016,6.0,3.04,273,226.9,SC,RIO CAPETINGA,PIE,162892109.02,Lombo do Cavalo S/A Geração Elétrica,27148684.83666667
CGH,CGH Willy Faller,LER,Leilão 3/2016,1.0,0.73,66,229.78,SC,RIO LAJEADO DOS PORTÕES,PIE,39880359.45,Mafras Energia e Reflorestamento Ltda.,39880359.45
PCH,PCH Mantovillis,LER,Leilão 3/2016,5.2,3.58,300,223.3,MT,RIO MUTUM,PIE,176162263.2,"Consórcio Mantovilis: São Benedito Energia, Investimentos e Participações S.A. – 99%; Pan Partners Administração Patrimonial Ltda. – 1%",33877358.307692304
